questionsAnswered,correct answers,timeSpent,halfCorrect,reversed,questionsSkipped,answerChanges,flaggedQuestions,label
33,31,13.85,1,0,0,3,3,fort
37,32,16.18,1,1,20,4,0,fort
39,36,15.89,2,0,9,3,4,fort
39,30,21.12,6,1,13,2,1,moyen
42,36,16.75,6,0,2,3,1,moyen
37,36,16.72,0,0,16,5,3,fort
30,23,17.9,2,0,11,4,1,moyen
30,28,12.51,2,0,11,5,1,moyen
30,23,16.33,5,2,4,3,5,moyen
42,37,20.76,3,1,13,3,5,moyen
41,41,20.05,0,0,11,5,4,fort
33,26,19.41,3,1,10,1,3,moyen
42,29,24.86,8,1,15,5,4,moyen
39,36,14.62,1,1,14,6,2,fort
36,35,19.16,1,0,20,5,0,fort
31,21,24.04,4,2,11,0,3,moyen
33,28,20.18,1,0,8,3,0,moyen
38,30,16.22,4,4,0,1,2,moyen
37,24,21.27,5,5,1,6,4,moyen
42,38,14.81,1,2,2,5,1,fort
40,30,23.09,3,4,9,3,0,moyen
34,21,17.72,5,2,20,6,4,moyen
43,31,20.2,4,0,1,1,5,moyen
38,25,20.59,7,5,1,1,2,moyen
34,30,16.0,1,3,19,2,0,moyen
39,35,20.12,3,0,10,2,1,moyen
34,34,14.82,0,0,14,5,5,fort
32,31,13.0,1,0,6,2,1,moyen
41,40,24.65,0,1,1,2,5,fort
29,20,24.25,4,2,12,6,0,moyen
43,40,24.87,1,2,20,2,2,fort
30,22,23.07,1,3,7,0,1,moyen
33,26,18.62,4,1,9,5,2,moyen
42,28,19.58,9,3,18,5,5,moyen
41,38,15.87,2,0,7,6,4,fort
30,18,16.13,6,4,16,1,3,moyen
29,18,13.66,2,4,15,3,5,moyen
42,39,15.13,3,0,10,0,4,moyen
41,37,23.29,4,0,1,2,3,moyen
38,24,16.98,4,5,15,0,0,moyen
44,37,13.15,4,3,2,6,0,moyen
43,34,20.53,9,0,3,2,1,moyen
35,30,19.73,2,1,19,0,0,fort
42,42,22.46,0,0,14,4,0,fort
41,28,16.48,9,3,15,6,4,moyen
43,42,18.53,0,1,7,6,2,très fort
42,28,19.28,0,5,19,0,3,moyen
44,38,18.92,1,1,6,2,1,fort
41,40,12.74,1,0,9,6,5,fort
34,25,23.98,2,4,1,0,4,moyen
41,27,22.74,4,4,19,4,2,moyen
35,31,16.32,3,1,10,5,4,moyen
42,30,16.42,2,4,20,6,4,moyen
40,33,16.96,1,4,8,1,4,moyen
33,20,23.26,9,4,9,3,1,moyen
40,34,24.86,3,0,5,1,4,moyen
43,36,12.28,0,0,9,2,3,moyen
33,22,14.74,8,0,1,6,3,moyen
42,35,22.49,5,0,3,1,5,moyen
34,30,13.99,2,0,10,3,3,fort
44,27,24.12,3,5,9,1,1,moyen
29,19,16.48,10,0,2,3,4,moyen
32,25,18.7,5,2,12,0,2,moyen
36,27,24.1,5,1,3,6,3,moyen
42,39,20.97,3,0,12,1,2,moyen
43,28,12.71,9,5,9,3,0,moyen
38,38,18.38,0,0,17,1,2,très fort
39,25,16.77,2,5,1,0,0,moyen
31,19,23.12,1,2,0,1,1,moyen
32,22,21.97,4,5,5,3,5,moyen
36,31,15.28,0,0,12,6,5,fort
39,27,15.36,1,2,9,4,3,moyen
36,36,12.26,0,0,3,4,4,fort
36,29,17.7,2,0,19,4,3,moyen
43,33,24.76,2,4,3,0,5,moyen
38,30,16.35,0,1,18,4,1,moyen
41,41,15.82,0,0,9,4,1,très fort
44,44,12.12,0,0,3,5,4,très fort
36,31,21.88,4,0,9,0,2,moyen
44,41,22.58,3,0,16,1,5,moyen
40,28,17.46,8,0,10,5,4,moyen
31,30,20.43,0,1,6,1,0,moyen
43,41,15.49,0,0,17,5,5,très fort
35,23,23.5,0,4,4,0,1,moyen
41,26,12.74,0,0,18,4,5,moyen
29,18,13.59,10,0,15,6,3,moyen
39,33,14.29,5,0,15,0,1,moyen
35,29,19.65,4,1,6,4,3,moyen
42,35,24.32,7,0,7,3,0,moyen
42,29,22.23,3,5,8,4,2,moyen
42,27,16.22,8,0,9,5,0,moyen
37,34,12.63,3,0,16,1,1,moyen
32,21,19.35,9,2,19,0,4,moyen
42,42,12.93,0,0,12,2,1,très fort
41,29,18.22,1,4,8,2,1,moyen
39,35,23.37,1,1,12,5,1,fort
39,24,18.2,2,4,10,0,5,moyen
42,38,20.44,1,0,10,2,1,fort
35,23,13.67,9,3,14,2,2,moyen
43,40,23.77,2,1,2,3,3,fort
38,29,24.79,2,2,3,4,0,moyen
42,39,15.06,1,0,2,5,1,fort
40,29,12.52,0,5,14,6,3,moyen
40,36,20.81,0,2,2,5,0,fort
32,27,18.81,0,5,17,6,5,moyen
34,21,21.69,5,2,3,4,1,moyen
29,24,13.9,5,0,18,3,3,moyen
35,30,23.7,4,1,9,5,4,moyen
43,36,13.04,5,1,12,3,2,moyen
41,25,18.63,2,2,3,3,1,moyen
38,27,12.24,0,0,9,6,0,moyen
40,40,15.16,0,0,5,3,1,très fort
32,20,16.09,7,2,17,3,0,moyen
34,27,13.89,3,1,15,5,0,moyen
32,25,18.32,1,2,4,2,0,moyen
37,32,20.56,3,0,15,5,1,moyen
44,38,17.59,6,0,12,6,5,moyen
40,26,15.61,0,4,7,2,4,moyen
42,40,22.55,1,0,1,2,0,fort
38,37,21.46,1,0,11,5,4,fort
38,38,15.22,0,0,9,4,2,très fort
42,38,13.91,2,0,0,0,5,fort
40,26,16.54,2,4,16,3,3,moyen
42,35,20.26,7,0,4,4,2,moyen
29,23,24.67,6,0,1,0,4,moyen
38,32,17.29,6,0,3,4,3,moyen
36,29,12.41,2,1,0,5,4,moyen
43,40,18.31,1,0,12,0,2,fort
32,27,21.59,4,0,2,2,1,moyen
33,33,21.12,0,0,12,3,4,fort
36,30,20.88,0,3,15,5,4,moyen
39,26,23.23,7,4,1,6,1,moyen
32,22,22.46,6,2,6,4,3,moyen
32,20,16.38,1,5,12,3,4,moyen
29,26,14.09,0,3,11,0,4,moyen
41,28,15.4,3,4,7,1,3,moyen
35,22,16.22,1,0,1,4,1,moyen
38,38,24.42,0,0,8,3,5,fort
44,30,19.88,6,3,13,2,3,moyen
32,22,23.94,2,0,0,6,0,moyen
30,29,19.08,0,1,6,0,4,moyen
37,36,20.89,0,1,10,2,0,fort
38,36,14.79,0,1,11,5,1,très fort
41,29,21.56,9,2,7,1,3,moyen
38,38,22.93,0,0,12,4,1,fort
42,27,22.77,3,5,11,1,3,moyen
42,26,18.51,5,5,11,1,5,moyen
36,30,20.59,1,4,4,1,0,moyen
42,26,22.0,9,5,20,2,5,moyen
31,28,21.55,1,1,9,0,1,moyen
33,25,22.48,1,3,14,3,2,moyen
41,33,22.22,1,0,2,0,1,moyen
43,39,14.47,0,3,7,6,0,moyen
32,20,16.2,5,2,4,0,1,moyen
39,36,20.91,2,0,18,5,2,fort
30,27,24.76,1,1,2,4,0,moyen
30,29,22.65,0,0,19,5,4,moyen
37,26,16.6,8,0,2,2,5,moyen
44,42,12.82,1,1,6,0,5,fort
34,23,15.83,1,5,3,0,5,moyen
31,29,13.55,0,0,16,1,0,moyen
29,22,13.54,2,2,3,5,4,moyen
34,34,15.87,0,0,18,4,4,fort
44,34,12.19,5,0,5,5,3,moyen
33,30,16.27,0,0,9,2,2,fort
30,24,15.52,0,0,8,3,0,moyen
35,25,18.91,5,1,9,5,1,moyen
34,29,17.55,0,3,5,5,3,moyen
31,29,21.36,1,0,5,0,1,moyen
35,24,19.22,1,2,13,0,5,moyen
30,28,20.1,1,0,20,0,5,moyen
32,31,19.57,1,0,12,2,3,moyen
41,40,13.7,0,1,6,6,5,très fort
36,33,19.73,3,0,3,5,2,moyen
33,25,18.92,1,2,9,0,4,moyen
40,27,15.03,5,3,10,3,2,moyen
40,29,17.48,10,1,5,5,4,moyen
30,29,24.08,1,0,13,1,5,moyen
40,40,19.79,0,0,10,0,5,très fort
31,23,24.27,0,2,16,3,3,moyen
33,20,17.88,6,3,10,0,5,moyen
30,23,15.86,7,0,10,0,1,moyen
31,29,18.45,2,0,20,4,1,moyen
39,29,13.4,2,3,14,5,2,moyen
44,38,19.07,2,4,14,1,1,moyen
29,25,18.87,0,1,3,6,4,moyen
37,36,14.3,1,0,18,3,0,fort
33,31,21.88,2,0,13,4,4,fort
33,33,16.54,0,0,18,0,0,fort
30,28,18.86,1,0,10,0,3,moyen
44,42,18.53,2,0,12,5,1,fort
29,18,13.25,6,1,12,5,0,moyen
39,28,23.85,4,0,16,5,2,moyen
30,22,17.69,5,1,14,2,5,moyen
41,30,22.6,6,0,0,4,0,moyen
37,35,22.16,2,0,2,2,1,fort
41,26,20.6,9,0,4,5,2,moyen
36,29,22.34,1,1,18,4,5,moyen
31,25,13.48,5,1,13,1,4,moyen
37,32,20.41,2,3,3,4,3,moyen
42,34,13.04,5,0,2,3,0,moyen
36,26,21.82,4,3,0,4,2,moyen
29,19,24.0,1,0,19,4,4,moyen
38,28,21.04,5,3,6,0,2,moyen
31,30,21.07,1,0,12,6,1,moyen
38,26,17.29,1,0,6,5,4,moyen
39,33,16.71,0,2,14,3,1,moyen
31,28,16.49,0,1,8,4,5,moyen
33,31,19.17,1,0,12,2,1,fort
38,30,20.49,1,4,5,5,1,moyen
29,24,15.64,4,1,6,1,1,moyen
43,29,13.97,1,5,10,4,4,moyen
43,27,23.03,7,4,15,3,3,moyen
32,23,19.0,8,0,5,6,3,moyen
41,26,23.03,6,0,14,6,5,moyen
30,28,17.14,2,0,15,1,1,moyen
29,21,19.93,2,3,3,0,5,moyen
32,24,23.24,7,0,12,2,2,moyen
38,38,18.57,0,0,11,5,3,très fort
35,34,20.79,0,1,6,3,1,fort
29,26,18.59,2,1,13,5,3,moyen
36,36,23.75,0,0,3,2,2,fort
35,33,21.83,2,0,7,4,4,fort
29,23,12.83,3,0,11,1,5,moyen
30,23,19.48,0,0,6,2,2,moyen
40,31,23.07,9,0,12,5,2,moyen
41,32,12.5,5,2,10,6,4,moyen
31,27,23.22,2,1,1,5,2,moyen
33,33,16.1,0,0,4,0,5,fort
43,31,12.06,3,1,17,2,3,moyen
44,34,19.64,8,0,20,3,5,moyen
38,34,17.39,0,1,11,2,1,fort
37,23,19.13,9,3,14,3,4,moyen
30,21,23.77,6,3,10,5,2,moyen
38,26,12.72,10,0,2,0,1,moyen
31,19,15.66,8,0,0,4,2,moyen
34,31,13.72,0,1,11,1,3,fort
36,36,19.66,0,0,14,5,2,fort
33,25,19.98,2,2,5,4,1,moyen
30,24,20.95,5,0,2,2,0,moyen
31,22,15.41,8,0,13,1,3,moyen
41,31,24.06,3,1,12,1,1,moyen
34,31,17.42,3,0,16,4,3,moyen
35,22,19.77,9,3,14,6,4,moyen
30,19,18.59,1,0,19,3,5,moyen
39,35,16.09,2,2,0,5,3,fort
37,33,14.7,2,2,1,2,4,fort
41,36,19.19,0,3,17,3,5,moyen
34,29,24.54,5,0,18,6,3,moyen
34,32,16.55,2,0,6,6,3,fort
29,24,19.01,4,1,3,0,1,moyen
39,24,16.31,10,4,2,2,3,moyen
34,23,16.93,0,1,13,3,1,moyen
44,33,23.29,9,1,7,2,5,moyen
44,44,18.43,0,0,9,4,2,très fort
41,25,22.33,7,2,9,3,3,moyen
37,28,22.94,2,5,0,5,5,moyen
29,29,17.71,0,0,6,5,5,moyen
33,24,24.87,1,5,12,1,2,moyen
29,18,19.12,2,2,8,4,3,moyen
43,31,17.9,1,0,10,2,3,moyen
35,31,21.36,0,1,3,4,4,fort
39,38,16.88,0,0,5,1,1,très fort
34,31,24.6,1,1,17,5,0,fort
30,22,14.83,8,0,5,5,1,moyen
29,29,18.38,0,0,10,2,0,moyen
31,29,24.61,2,0,14,3,0,moyen
29,20,20.85,2,2,0,0,2,moyen
41,32,19.72,6,0,15,5,3,moyen
42,42,17.79,0,0,18,5,2,très fort
34,23,21.08,5,0,5,4,3,moyen
32,23,18.16,7,2,1,5,2,moyen
36,25,14.21,1,3,14,0,1,moyen
37,23,13.63,3,5,8,3,0,moyen
37,36,24.68,1,0,20,6,3,fort
35,25,23.22,10,0,16,2,1,moyen
35,22,14.53,4,2,7,5,3,moyen
42,40,24.7,0,1,0,3,0,fort
38,31,14.14,1,0,16,2,4,moyen
37,26,12.25,6,5,19,6,3,moyen
37,24,13.14,0,3,12,6,3,moyen
44,36,24.57,2,3,13,3,3,moyen
44,27,12.34,7,3,5,4,3,moyen
35,29,22.66,3,2,3,2,0,moyen
35,35,21.37,0,0,0,1,5,fort
42,28,19.59,8,3,12,3,3,moyen
38,27,18.46,2,0,2,5,2,moyen
41,33,21.63,8,0,16,3,2,moyen
36,24,20.0,1,0,6,2,2,moyen
34,31,16.65,1,0,14,0,2,fort
36,27,15.04,5,0,13,2,1,moyen
31,27,24.34,4,0,5,3,2,moyen
33,22,23.1,8,3,11,1,1,moyen
31,21,15.44,2,0,14,6,5,moyen
29,18,22.84,8,2,17,6,4,moyen
44,38,24.52,0,0,0,6,5,fort
34,33,14.03,1,0,7,3,4,fort
33,27,18.69,3,2,1,4,5,moyen
36,34,22.53,2,0,7,6,3,fort
32,23,19.78,7,0,3,1,5,moyen
35,33,12.37,1,1,20,0,4,fort
33,31,13.83,2,0,11,3,2,fort
37,27,19.12,4,1,18,1,3,moyen
43,26,14.03,10,4,19,2,1,moyen
43,35,13.54,4,1,20,6,2,moyen
44,30,12.17,7,0,14,4,1,moyen
33,26,16.75,6,0,9,0,4,moyen
36,28,15.77,1,5,5,0,4,moyen
38,37,14.94,1,0,12,0,5,fort
30,19,22.72,10,1,15,2,4,moyen
35,35,20.01,0,0,1,5,2,fort
42,28,23.17,0,1,13,5,3,moyen
30,21,16.14,8,1,1,2,0,moyen
41,26,20.06,6,1,9,1,5,moyen
33,20,18.87,4,3,9,5,0,moyen
31,31,13.0,0,0,5,5,4,moyen
38,32,20.96,1,5,9,1,4,moyen
38,28,24.51,8,2,3,4,3,moyen
31,27,15.56,4,0,0,4,1,moyen
29,25,18.47,4,0,10,1,2,moyen
35,26,13.8,0,1,2,6,2,moyen
38,24,16.74,9,5,11,2,3,moyen
32,20,14.94,5,2,4,3,5,moyen
40,32,20.74,3,2,8,4,3,moyen
38,34,22.82,1,0,18,0,4,fort
34,25,23.35,7,1,4,6,3,moyen
41,36,23.39,0,2,14,3,2,fort
42,27,19.77,3,2,12,2,0,moyen
36,34,13.79,2,0,5,6,5,fort
43,28,14.44,8,4,8,3,4,moyen
36,25,18.68,4,1,7,2,5,moyen
37,30,23.27,3,4,14,5,4,moyen
41,32,19.03,1,2,10,4,1,moyen
43,28,23.91,2,5,0,4,3,moyen
42,36,20.87,2,0,9,3,0,fort
33,20,17.63,0,5,2,4,2,moyen
33,24,17.67,8,1,0,3,0,moyen
32,31,21.93,1,0,6,4,4,moyen
42,36,18.48,1,5,2,5,4,moyen
39,34,24.66,1,4,10,3,2,moyen
36,28,22.67,2,1,13,0,2,moyen
43,30,22.37,7,2,19,1,4,moyen
31,31,13.07,0,0,9,3,4,moyen
41,26,22.92,4,1,6,2,3,moyen
30,19,14.27,10,1,13,0,2,moyen
37,37,13.13,0,0,6,4,5,fort
44,40,16.54,1,3,9,2,1,moyen
43,39,19.84,0,4,13,0,3,moyen
36,30,18.5,1,4,9,1,2,moyen
35,32,13.84,1,0,6,3,1,fort
43,29,23.32,0,5,4,1,2,moyen
40,33,17.55,4,1,6,5,3,moyen
43,28,13.43,6,0,9,0,2,moyen
29,28,16.99,0,0,0,1,0,moyen
39,25,23.39,5,0,3,0,0,moyen
40,24,22.63,1,0,3,0,5,moyen
41,36,12.05,1,0,7,2,5,fort
37,33,15.07,2,2,20,4,4,fort
41,36,22.52,2,2,8,0,3,fort
38,23,21.64,6,4,13,0,5,moyen
43,34,22.18,3,0,3,1,1,moyen
37,23,22.71,9,0,18,1,1,moyen
39,39,15.75,0,0,5,3,4,très fort
30,20,24.5,5,3,19,6,0,moyen
32,29,24.88,0,2,3,5,5,moyen
40,26,16.37,10,3,18,2,2,moyen
30,29,14.69,0,0,14,5,5,moyen
40,40,15.46,0,0,19,5,1,très fort
32,23,19.06,0,3,9,1,3,moyen
36,32,19.44,1,0,3,0,5,fort
36,31,21.12,4,0,12,3,4,moyen
37,34,18.41,3,0,14,2,4,moyen
43,42,17.57,1,0,10,6,1,fort
33,32,22.76,0,0,14,6,0,fort
39,34,16.43,4,0,4,4,0,moyen
35,27,16.47,4,4,12,1,3,moyen
44,29,12.58,2,2,15,2,0,moyen
38,32,12.34,2,2,3,0,4,moyen
34,27,24.69,1,0,8,1,2,moyen
42,41,15.81,0,0,3,6,1,très fort
41,28,13.45,6,0,19,1,3,moyen
43,41,23.76,1,1,0,3,4,fort
29,20,18.85,4,4,8,5,4,moyen
29,19,17.17,10,0,11,1,4,moyen
42,36,12.98,2,2,10,0,2,fort
44,32,16.07,3,4,18,2,3,moyen
44,36,13.41,3,2,13,6,1,moyen
40,29,22.07,4,2,7,5,4,moyen
35,22,21.97,3,5,11,2,3,moyen
39,31,14.45,7,1,17,5,4,moyen
30,23,22.09,4,0,15,3,3,moyen
31,21,22.4,8,0,20,4,2,moyen
30,28,21.85,0,0,11,2,5,moyen
43,37,15.05,4,2,15,0,5,moyen
44,43,21.49,1,0,1,6,4,fort
43,41,23.87,0,2,14,5,3,fort
43,29,12.37,0,3,3,2,5,moyen
33,22,14.12,7,4,3,2,2,moyen
35,26,14.46,6,0,15,1,3,moyen
34,34,21.8,0,0,16,1,1,fort
42,27,23.53,7,1,0,1,0,moyen
30,26,15.39,2,2,3,1,2,moyen
38,35,19.84,0,0,14,2,4,très fort
36,25,24.12,7,4,2,6,3,moyen
32,24,23.64,8,0,19,1,5,moyen
33,28,21.98,2,0,2,1,1,moyen
39,37,19.45,2,0,12,5,0,fort
34,26,19.52,6,2,6,3,1,moyen
43,34,20.1,1,2,13,3,5,moyen
44,32,14.92,10,1,12,2,5,moyen
36,35,21.96,1,0,4,6,0,fort
37,24,17.33,4,2,4,0,1,moyen
29,24,14.99,0,0,11,3,0,moyen
38,31,13.58,3,3,17,3,3,moyen
43,38,23.53,5,0,20,5,3,moyen
37,36,21.02,1,0,16,2,5,fort
40,33,16.16,7,0,17,5,0,moyen
44,41,13.83,3,0,15,5,4,moyen
34,30,16.06,4,0,19,3,3,moyen
32,22,15.17,5,0,9,0,2,moyen
38,32,24.24,3,2,8,0,0,moyen
34,21,21.62,8,1,1,2,3,moyen
44,35,15.48,7,1,16,1,4,moyen
36,32,21.11,0,1,8,6,0,fort
41,27,22.4,10,3,11,6,3,moyen
32,30,12.6,1,0,11,6,1,moyen
39,28,24.94,0,4,2,0,3,moyen
31,24,16.24,1,5,19,1,3,moyen
35,21,12.14,1,5,12,1,0,moyen
39,37,23.96,1,0,6,5,4,fort
34,21,21.89,8,0,4,2,4,moyen
43,36,17.57,1,4,15,0,2,moyen
31,29,18.78,1,1,7,5,1,moyen
31,19,16.73,0,1,11,6,3,moyen
32,29,13.3,0,2,7,6,2,moyen
41,25,23.98,8,4,3,0,5,moyen
33,24,21.95,2,0,7,5,0,moyen
36,29,21.4,3,2,6,3,2,moyen
36,36,16.68,0,0,3,5,1,fort
44,37,19.2,3,0,16,1,1,moyen
40,32,23.71,5,1,18,3,5,moyen
33,31,21.91,1,0,19,3,2,fort
40,26,19.88,6,0,2,1,4,moyen
37,32,12.58,3,0,14,5,1,moyen
42,33,12.83,5,2,6,1,1,moyen
29,21,18.05,1,5,18,1,0,moyen
36,36,20.77,0,0,3,2,5,fort
44,31,18.79,7,5,2,1,4,moyen
33,32,20.26,1,0,20,1,0,fort
44,44,15.72,0,0,0,5,1,très fort
30,25,24.12,0,2,14,0,4,moyen
31,26,12.36,4,0,5,5,3,moyen
29,21,15.88,5,1,15,3,2,moyen
32,32,12.15,0,0,0,2,4,moyen
42,42,24.5,0,0,9,2,3,fort
35,30,22.51,0,2,5,5,5,fort
42,40,24.31,1,1,16,0,2,fort
31,29,16.5,0,0,7,0,1,moyen
30,18,19.74,6,2,1,6,1,moyen
35,28,22.7,1,0,7,6,2,moyen
32,30,12.92,0,2,19,5,1,moyen
33,27,21.82,6,0,20,4,1,moyen
30,19,22.41,3,1,20,0,5,moyen
44,32,21.87,7,2,20,1,5,moyen
40,25,23.62,3,5,14,2,1,moyen
37,37,15.53,0,0,4,5,1,fort
34,24,15.44,6,0,1,0,3,moyen
29,26,19.61,1,1,6,4,5,moyen
33,21,22.94,9,1,10,5,5,moyen
35,33,12.77,0,2,6,5,1,fort
34,32,17.84,2,0,0,0,4,fort
35,34,17.15,0,0,18,0,2,fort
34,33,21.56,0,1,18,1,0,fort
29,22,19.98,2,2,20,6,1,moyen
44,44,22.91,0,0,12,4,2,fort
41,41,14.4,0,0,2,3,5,très fort
36,22,23.9,8,2,9,3,4,moyen
41,35,19.29,0,2,9,5,4,fort
33,20,15.71,1,5,15,6,4,moyen
39,31,22.76,6,2,6,6,0,moyen
38,24,24.95,9,0,0,4,3,moyen
42,33,24.06,8,1,0,2,3,moyen
40,37,20.76,0,3,19,3,5,moyen
39,34,15.49,3,2,9,6,2,moyen
37,25,16.68,3,5,18,5,3,moyen
43,37,14.58,1,3,20,0,5,moyen
33,24,24.13,3,1,18,4,3,moyen
43,42,16.45,1,0,8,1,2,fort
34,29,18.32,1,2,16,0,3,fort
31,24,18.71,5,2,8,2,5,moyen
44,30,20.55,4,5,0,0,4,moyen
34,26,16.89,0,0,1,4,4,moyen
39,25,21.51,1,5,19,3,3,moyen
41,35,22.74,2,3,4,2,2,moyen
29,18,22.61,5,4,2,1,2,moyen
37,27,16.94,6,3,0,4,2,moyen
40,27,17.75,1,4,15,5,4,moyen
38,26,12.44,6,1,5,2,1,moyen
32,31,17.12,0,1,17,5,3,moyen
34,22,15.89,3,5,7,2,0,moyen
41,35,24.4,5,0,7,0,5,moyen
41,27,22.05,4,3,18,6,2,moyen
34,27,21.64,0,4,5,6,4,moyen
37,34,18.77,3,0,13,3,4,moyen
39,28,15.08,5,1,15,5,1,moyen
30,18,18.94,0,2,15,3,2,moyen
30,29,16.43,0,0,15,4,2,moyen
39,30,15.92,3,2,15,6,4,moyen
43,34,23.73,5,2,12,6,4,moyen
38,38,14.99,0,0,14,4,5,très fort
40,33,19.68,1,5,8,4,1,moyen
30,27,19.44,0,0,17,6,5,moyen
41,27,22.57,6,5,4,5,5,moyen
41,39,13.18,2,0,1,0,1,fort
43,27,15.54,6,4,14,5,4,moyen
37,28,14.69,0,0,17,5,3,moyen
41,40,21.91,0,0,0,4,5,fort
44,42,20.2,0,1,7,2,1,fort
35,25,21.35,5,4,13,6,5,moyen
37,37,21.23,0,0,3,5,3,fort
31,24,18.29,3,3,19,1,3,moyen
30,18,19.35,1,5,18,3,0,moyen
37,29,19.9,3,2,17,6,3,moyen
36,25,15.48,1,4,7,6,1,moyen
31,28,18.41,1,0,0,3,2,moyen
44,35,17.57,5,3,1,6,4,moyen
39,34,13.84,2,1,19,2,1,fort
33,22,18.05,8,1,6,6,4,moyen
31,28,16.85,2,0,13,4,4,moyen
36,36,24.8,0,0,16,6,1,fort
40,36,19.46,3,0,17,3,5,moyen
32,32,16.58,0,0,6,1,4,moyen
32,28,15.52,0,0,3,3,5,moyen
39,28,13.37,0,1,0,1,4,moyen
37,28,16.42,7,0,5,4,3,moyen
29,29,12.67,0,0,2,4,5,moyen
37,26,19.1,8,0,11,4,2,moyen
31,26,16.91,4,0,18,4,0,moyen
37,25,15.09,8,1,17,1,4,moyen
43,27,16.66,8,2,9,1,2,moyen
31,25,17.16,1,1,18,6,2,moyen
38,27,19.7,5,5,3,3,3,moyen
44,27,13.48,3,5,0,6,5,moyen
38,30,15.4,0,0,10,1,1,moyen
41,36,18.72,0,5,12,1,5,moyen
41,25,21.5,3,1,6,5,5,moyen
31,26,21.72,3,0,10,4,5,moyen
41,28,14.91,6,5,10,0,0,moyen
41,37,18.25,2,2,15,1,5,fort
39,30,19.2,0,0,9,4,0,moyen
29,22,23.48,1,0,16,3,4,moyen
34,22,19.21,5,5,11,4,4,moyen
33,21,21.81,10,1,8,3,0,moyen
30,26,17.75,4,0,0,3,0,moyen
30,18,16.54,6,1,13,1,0,moyen
42,26,23.71,10,4,7,0,5,moyen
37,34,22.07,2,0,5,0,1,fort
30,19,15.31,10,0,6,2,2,moyen
43,38,14.19,3,1,6,4,3,moyen
40,29,16.55,0,3,12,4,0,moyen
39,36,17.78,2,0,17,3,3,fort
40,29,12.9,5,1,6,1,2,moyen
31,22,18.79,8,0,10,5,4,moyen
38,29,13.12,5,4,4,3,2,moyen
37,32,23.44,4,1,19,2,2,moyen
40,25,13.53,8,5,7,1,5,moyen
32,28,17.3,1,2,0,6,3,moyen
37,32,16.22,4,1,0,3,0,moyen
44,27,19.73,2,4,10,1,2,moyen
44,33,22.54,10,0,9,0,3,moyen
36,26,23.33,2,4,4,0,0,moyen
37,25,20.45,2,5,15,5,5,moyen
34,24,23.22,10,0,4,1,3,moyen
43,37,17.05,1,3,12,2,5,moyen
32,32,18.24,0,0,10,5,3,moyen
30,30,16.96,0,0,17,2,2,moyen
43,32,12.48,4,4,20,0,5,moyen
39,30,17.07,8,0,8,4,1,moyen
32,29,14.07,3,0,3,4,3,moyen
36,28,22.15,8,0,14,1,2,moyen
43,32,24.97,4,3,13,4,1,moyen
31,24,13.42,3,3,20,6,0,moyen
39,32,12.52,7,0,8,4,1,moyen
39,35,19.13,1,0,11,1,2,fort
30,21,14.53,0,1,9,4,5,moyen
33,32,24.08,1,0,5,2,1,fort
43,34,19.17,9,0,20,4,0,moyen
29,18,23.93,9,2,17,2,5,moyen
42,41,19.52,0,0,17,0,3,très fort
42,33,16.02,4,1,0,2,3,moyen
39,37,17.75,2,0,3,2,1,fort
35,28,13.49,6,1,1,1,0,moyen
42,34,18.69,7,0,17,3,4,moyen
43,31,18.68,9,2,11,6,3,moyen
34,28,18.17,1,5,18,1,2,moyen
30,23,12.05,3,4,2,3,0,moyen
40,34,20.78,5,0,11,3,0,moyen
43,42,23.46,1,0,19,6,0,fort
37,31,22.5,2,4,7,6,4,moyen
40,37,22.88,0,2,7,2,1,fort
43,36,13.62,6,0,13,1,1,moyen
43,42,12.6,0,0,9,4,5,très fort
36,34,18.11,1,1,4,3,0,fort
35,32,22.74,3,0,9,6,0,moyen
39,36,23.65,3,0,10,5,4,moyen
40,32,12.88,4,1,1,0,1,moyen
43,29,18.07,1,2,8,4,3,moyen
42,40,18.94,2,0,3,5,4,fort
39,39,18.09,0,0,0,5,0,très fort
38,33,19.55,4,0,2,4,1,moyen
35,29,16.37,5,1,18,6,4,moyen
38,34,16.63,0,4,2,3,5,moyen
38,27,23.01,0,4,20,1,3,moyen
41,34,19.82,1,0,11,1,3,moyen
38,37,21.57,1,0,11,6,4,fort
38,29,12.35,8,1,2,1,3,moyen
30,25,23.78,2,0,4,3,1,moyen
42,41,24.03,1,0,4,3,2,fort
39,27,17.07,3,1,10,4,2,moyen
37,25,18.39,3,2,15,6,3,moyen
42,41,14.66,0,1,1,3,2,très fort
41,32,13.68,3,0,13,0,4,moyen
39,34,16.02,0,0,14,4,2,fort
42,30,21.04,8,3,5,1,4,moyen
35,31,12.4,4,0,10,4,2,moyen
37,37,13.51,0,0,13,6,3,fort
39,28,21.46,0,2,0,2,2,moyen
38,24,12.11,4,2,9,5,1,moyen
39,36,16.79,3,0,8,3,4,moyen
44,29,19.92,4,3,20,3,5,moyen
37,34,19.04,1,1,20,0,5,fort
41,36,12.01,4,0,16,3,5,moyen
31,20,20.28,0,0,15,4,5,moyen
35,31,21.88,4,0,5,4,5,moyen
41,28,22.66,0,1,16,2,5,moyen
31,24,22.24,4,1,18,3,2,moyen
40,38,13.93,2,0,9,1,5,fort
29,19,20.11,9,1,12,5,5,moyen
31,23,23.08,2,0,1,1,4,moyen
